sample,adc0,adc1,adc2,adc3
 1040,1390,256,0,0
 1041,1391,256,0,0
 1042,1390,255,0,0
 1043,1391,256,0,0
 1044,1390,256,0,0
 1045,1391,256,0,0
 1046,1391,256,0,0
 1047,1391,255,0,0
 1048,1392,256,0,0
 1049,1391,256,0,0
 1050,1392,255,0,0
 1051,1393,255,0,0
 1052,1393,256,0,0
 1053,1393,256,0,0
 1054,1393,256,0,0
 1055,1393,257,0,0
 1056,1393,256,0,0
 1057,1394,257,0,0
 1058,1394,256,0,0
 1059,1393,256,0,0
 1060,1394,256,0,0
 1061,1394,256,0,0
 1062,1394,256,0,0
 1063,1394,256,0,0
 1064,1395,255,0,0
 1065,1394,255,0,0
 1066,1394,256,0,0
 1067,1395,255,0,0
 1068,1394,256,0,0
 1069,1395,256,0,0
 1070,1395,256,0,0
 1071,1396,256,0,0
 1072,1396,257,0,0
 1073,1396,256,0,0
 1074,1397,256,0,0
 1075,1396,257,0,0
 1076,1397,256,0,0
 1077,1396,256,0,0
 1078,1396,256,0,0
 1079,1397,256,0,0
 1080,1397,256,0,0
 1081,1397,256,0,0
 1082,1397,257,0,0
 1083,1397,257,0,0
 1084,1397,256,0,0
 1085,1398,256,0,0
 1086,1398,257,0,0
 1087,1398,257,0,0
 1088,1398,256,0,0
 1089,1398,257,0,0
 1090,1398,256,0,0
 1091,1398,256,0,0
 1092,1398,256,0,0
 1093,1398,256,0,0
 1094,1398,256,0,0
 1095,1398,255,0,0
 1096,1397,256,0,0
 1097,1398,257,0,0
 1098,1399,257,0,0
 1099,1398,257,0,0
 1100,1399,256,0,0
 1101,1399,256,0,0
 1102,1399,255,0,0
 1103,1399,255,0,0
 1104,1399,255,0,0
 1105,1399,255,0,0
 1106,1399,255,0,0
 1107,1400,255,0,0
 1108,1400,256,0,0
 1109,1400,256,0,0
 1110,1399,256,0,0
 1111,1399,257,0,0
 1112,1400,257,0,0
 1113,1400,257,0,0
 1114,1400,256,0,0
 1115,1400,256,0,0
 1116,1400,257,0,0
 1117,1400,255,0,0
 1118,1400,256,0,0
 1119,1400,256,0,0
 1120,1400,255,0,0
 1121,1401,256,0,0
 1122,1400,256,0,0
 1123,1401,256,0,0
 1124,1401,256,0,0
 1125,1402,255,0,0
 1126,1401,256,0,0
 1127,1401,256,0,0
 1128,1401,257,0,0
 1129,1401,257,0,0
 1130,1401,257,0,0
 1131,1401,256,0,0
 1132,1401,257,0,0
 1133,1401,257,0,0
 1134,1401,257,0,0
 1135,1401,256,0,0
 1136,1401,256,0,0
 1137,1402,256,0,0
 1138,1400,256,0,0
 1139,1401,256,0,0
 1140,1402,257,0,0
 1141,1401,256,0,0
 1142,1401,256,0,0
